database_name,database_position,database_age,database_ca,database_pa,database_nationality,database_club,database_uid,角球,传中,盘带,射门,接球,任意球,头球,远射,界外球,盯人,传球,罚点球,抢断,技术,侵略性,预判,勇敢,镇定,集中,决断,意志力,想象力,领导力,无球跑动,防守站位,团队合作,视野,工作投入,爆发力,灵活,平衡,弹跳,体质,速度,耐力,强壮,稳定,肮脏,大赛,伤病,多样,制空能力,拦截传中,沟通,神经指数,手控球,大脚开球,一对一,反应,出击,击球倾向,手抛球的能力,适应性,雄心,争论,忠诚,抗压能力,职业,体育道德,情绪控制,GK,DL,DC,DR,WBL,WBR,DM,ML,MC,MR,AML,AMC,AMR,ST,身高,左脚,右脚,身价（欧元）,当前声望,本国声望,世界声望,种族,RCA,肤色,出生日期,国家队出场,国家队进球,工资（欧元）,UID,防守,身体,速度_2,创造,进攻,技术_2,制空,精神,拦截射门,身体_2,速度_3,精神_2,指挥防守,意外性,制空_2,大脚,球员习惯,二维码&球员名片&扫码填写评价
Billy Gilmour,DM/M C,24,144,154,Scotland,Parthenope,61078265,13,12,11,6,16,13,7,11,9,10,16,12,13,16,11,15,13,16,14,13,15,8,11,13,15,15,14,14,14,14,13,7,14,14,14,8,11,3,14,6,10,2,1,4,2,2,2,4,2,2,3,3,12,15,2,11,13,16,11,15,1,1,1,1,1,1,20,10,20,11,10,12,10,1,170,12,20,"£15,516,833",7200,7150,5900,NorthernEuropean,141,4,37053,40,2,"£55,342",61078265,12.6666666666667,12.25,14,12.6666666666667,11.6666666666667,14.3333333333333,7,14.1666666666667,3,12.25,14,14.1666666666667,2.5,2,2,2.5,回撤拿球,#NAME?
Odilon Kossounou,D RC,24,144,154,Ivory Coast,Bergamo,93127195,4,11,11,6,12,4,13,6,12,14,14,6,13,13,13,14,15,14,12,13,16,12,10,10,14,15,14,14,14,13,15,16,13,16,14,16,14,10,10,11,13,3,1,4,2,1,1,3,3,3,3,2,12,14,3,10,10,12,13,13,1,8,20,16,1,12,12,1,10,1,1,1,1,1,191,10,20,"£18,865,202",7200,7000,6000,AfricanCaribbean,144,16,36895,26,0,"£30,745",93127195,13.6666666666667,14.5,15,13.3333333333333,10,12,14.5,14.1666666666667,3,14.5,15,14.1666666666667,2.5,2,2,1.5,把球带出防守区域,#NAME?
"Pepê(Futebol Clube do Porto,Brazil,Paraguay,Italy)",M/AM RLC,28,144,154,"Brazil,Paraguay,Italy",Futebol Clube do Porto,19340940,13,14,15,13,14,8,8,11,8,5,14,10,10,15,12,10,10,12,11,12,15,16,8,15,9,11,12,15,15,14,13,8,14,14,15,9,12,5,15,7,20,2,2,4,3,2,1,3,1,1,3,3,13,13,6,14,13,14,10,13,1,1,1,8,1,14,1,16,15,18,19,18,20,10,175,11,20,"£33,271,960",7100,7000,5500,MediterraneanHispanic,137,10,35485,2,0,"£34,805",19340940,8,12.75,14.5,14,13.3333333333333,14.6666666666667,8,11.5,2,12.75,14.5,11.5,3,3,2,2,"撞墙式配合
喜欢从双侧内切
喜欢连续过多人",#NAME?
Javi Galán,D/WB L,30,144,152,Spain,A. Madrid,67243881,13,15,14,11,11,11,6,7,13,12,13,10,14,13,14,15,14,14,13,13,15,12,10,14,13,15,12,15,15,15,14,7,15,14,16,11,14,6,15,3,15,1,3,2,2,1,2,2,1,3,1,3,12,13,3,15,12,18,15,11,1,20,1,1,18,1,1,12,1,1,1,1,1,1,172,20,7,"£18,303,616",7200,7200,5700,MediterraneanHispanic,138,6,34657,0,0,"£24,860",67243881,13,14,14.5,12.3333333333333,13,12.6666666666667,6.5,14.1666666666667,1.5,14,14.5,14.1666666666667,2.5,2,1,2.5,"有机会就前插
经常带球
从左路内切",#NAME?
Nicolás Domínguez,DM/M C,27,144,152,"Argentina,Italy",Nottingham Forest,14077011,5,11,11,8,15,6,13,11,5,9,16,9,17,15,17,13,16,13,13,14,16,11,12,13,14,15,16,16,12,13,11,11,15,12,17,12,15,13,14,7,12,1,1,2,3,1,3,1,3,3,3,3,16,15,7,11,15,14,10,11,1,1,1,1,1,1,20,9,19,9,1,14,1,1,179,10,20,"£34,276,000",7200,6600,6000,MediterraneanHispanic,142,6,35974,11,1,"£60,000",14077011,13.3333333333333,13.25,12,14.3333333333333,11.3333333333333,13.6666666666667,12,14.5,2,13.25,12,14.5,1.5,3,1,3,"经常尝试传身后球
激怒对手
倒地铲球
长距离传球
尽量不带球",#NAME?
Giacomo Raspadori,AM/ST RLC,25,144,151,Italy,A. Madrid,43316850,13,11,13,14,15,14,11,12,4,4,13,13,6,15,12,14,11,14,13,13,14,16,11,15,6,14,13,14,14,16,13,7,15,14,12,11,12,4,14,7,13,1,1,1,3,2,1,2,1,2,3,1,15,15,6,14,12,17,15,14,1,1,1,1,1,1,1,1,1,1,15,17,15,20,172,15,20,"£30,333,656",7200,7400,6000,MediterraneanHispanic,139,2,36574,40,9,"£51,734",43316850,5.33333333333333,13,14,14,14.3333333333333,14.3333333333333,9,13.1666666666667,1.5,13,14,13.1666666666667,1,3,1.5,1,经常带球,#NAME?
Joachim Andersen,D C,29,144,151,Denmark,Fulham,27069975,8,12,10,8,13,11,14,8,5,14,16,10,14,14,16,15,13,15,14,13,15,11,13,9,13,14,14,12,13,11,13,17,14,12,13,14,13,15,12,7,8,3,1,1,3,1,1,2,2,1,3,3,14,15,3,12,14,16,9,14,1,1,20,1,1,1,10,1,1,1,1,1,1,1,192,13,20,"£40,590,000",7200,7750,5900,NorthernEuropean,143,2,35216,43,0,"£140,000",27069975,13.6666666666667,12.75,12.5,13.6666666666667,10.6666666666667,12.3333333333333,15.5,14,2,12.75,12.5,14,1,3,2,2,"长距离传球
喜欢将球转移到边路",#NAME?
Marcos Alonso,D/WB LC,34,144,151,Spain,Vigo,67080310,14,12,13,13,13,15,15,14,12,15,15,12,14,13,12,14,11,15,12,14,13,12,9,15,14,14,15,14,12,10,14,14,14,12,13,15,14,9,13,10,16,3,1,1,1,2,1,3,3,4,3,3,13,14,10,12,13,14,13,12,1,18,20,1,16,1,1,14,1,1,1,1,1,1,188,20,8,"£2,691,607",7200,7200,6700,MediterraneanHispanic,143,5,33235,9,0,"£44,791",67080310,14.3333333333333,13,12,14,14.3333333333333,13,14.5,13,3,13,12,13,1,1,2.5,2,"有机会就前插
远射",#NAME?
Diego Llorente,D C,31,144,150,Spain,Real Hispalis,67011217,7,6,10,6,13,7,14,7,7,15,14,9,15,14,13,15,17,14,13,13,13,8,15,9,15,15,13,15,13,13,9,13,14,14,13,13,14,12,10,12,14,3,1,3,3,2,2,2,2,3,2,3,14,14,8,12,12,15,13,12,1,12,20,12,1,10,10,1,1,1,1,1,1,1,186,12,20,"£300,000,000",7200,7200,6450,MediterraneanHispanic,144,6,34197,10,0,"£49,768",67011217,15,12,13.5,11.6666666666667,9.66666666666667,12.3333333333333,13.5,14.3333333333333,2,12,13.5,14.3333333333333,2,3,2.5,2.5,"有机会就前插
长距离传球
把球带出防守区域",#NAME?
"Iván Martín(Girona,Spain,Pays Basque)",DM/M/AM C,26,144,150,"Spain,Pays Basque",Girona,67258832,12,14,15,12,14,12,10,10,8,11,14,12,12,15,12,12,13,13,13,15,16,13,11,12,13,13,15,13,13,13,11,9,13,14,13,12,13,8,12,7,15,3,3,2,1,2,3,1,1,2,2,3,10,13,6,14,12,15,12,11,1,1,1,1,1,1,20,12,19,12,12,17,12,1,178,20,12,"£17,284,136",7200,7200,5700,MediterraneanHispanic,136,5,36205,0,0,"£27,654",67258832,12,12.25,13.5,14,12.3333333333333,14.6666666666667,9.5,13.6666666666667,1,12.25,13.5,13.6666666666667,2.5,1,2.5,3,控制节奏,#NAME?
Leonardo Balerdi,D C,26,144,150,"Argentina,Italy",Olympique de Marseille,14196664,4,6,7,6,13,4,15,10,5,15,16,8,15,12,13,14,12,15,13,14,15,6,15,6,15,14,9,12,13,12,12,15,14,13,12,14,15,8,16,7,8,3,1,1,3,1,1,1,2,1,2,1,11,15,8,11,16,14,12,15,1,8,20,10,6,8,12,1,1,1,1,1,1,1,187,14,20,"£26,565,284",7200,7200,5500,MediterraneanHispanic,144,7,36186,6,0,"£66,477",14196664,15,12.5,13,10.3333333333333,9,10.6666666666667,15,13.6666666666667,1.5,12.5,13,13.6666666666667,1,3,2,1,长距离传球,#NAME?
Rolando Mandragora,DM/M C,28,144,150,Italy,ACF Fiorentina,43159580,13,12,12,11,14,13,12,13,8,12,15,11,14,14,15,14,14,13,12,13,14,14,11,14,14,15,14,14,13,13,14,12,13,13,14,14,13,10,15,7,13,1,1,2,1,3,3,2,3,1,3,3,12,14,3,13,11,14,9,12,1,1,12,1,1,1,20,1,20,1,1,10,1,1,183,20,11,"£14,603,064",7200,7050,5350,MediterraneanHispanic,144,3,35610,1,0,"£49,193",43159580,13.3333333333333,13.75,13,14.3333333333333,12.6666666666667,13.3333333333333,12,13.6666666666667,2.5,13.75,13,13.6666666666667,1.5,1,2,3,控制节奏,#NAME?
Lewis Ferguson,DM/M/AM C,25,144,149,Scotland,Bologna FC 1909,61078132,5,9,13,12,13,8,15,13,7,13,15,15,14,13,16,13,14,13,13,14,16,10,14,14,15,15,12,17,12,12,14,13,17,12,17,16,17,15,15,7,15,3,2,3,3,3,1,4,1,2,3,1,16,15,7,12,15,19,11,14,1,1,1,1,1,1,18,11,20,11,7,16,7,5,181,8,20,"£19,913,270",7200,6900,5000,NorthernEuropean,142,1,36396,16,0,"£21,272",61078132,14,14.75,12,12.3333333333333,13,13,14,14.1666666666667,2.5,14.75,12,14.1666666666667,2.5,3,3,1,"跑肋部空间接球
习惯简单短传配合
角度刁钻的射门
倒地铲球
经常带球",#NAME?
Noa Lang,AM RL,26,144,149,"Netherlands,Suriname",Parthenope,37055842,11,14,15,13,16,12,9,14,5,6,14,14,6,15,16,12,16,14,12,12,12,17,9,14,6,13,14,14,15,15,11,10,11,14,14,10,10,12,11,14,14,4,2,3,3,2,2,2,2,3,3,2,11,14,16,12,10,8,4,13,1,1,1,1,1,1,1,14,1,12,20,12,18,14,179,11,20,"£42,242,776",7200,6900,5750,NorthernEuropean,143,6,36328,14,3,"£76,947",37055842,6,12.5,14.5,15,13.6666666666667,15.3333333333333,9.5,12.8333333333333,2,12.5,14.5,12.8333333333333,2.5,3,3,2,,#NAME?
Cucho Hernández,AM/ST RLC,26,144,148,"Colombia,Spain",Real Hispalis,76043783,7,12,13,15,13,13,13,14,7,4,12,15,5,13,13,14,14,13,14,12,15,14,9,12,5,14,12,15,14,14,15,13,14,14,15,15,13,8,12,6,10,2,3,2,3,3,2,1,2,3,1,3,14,12,6,11,13,12,12,11,1,1,1,1,1,1,1,12,1,12,18,15,18,20,176,11,20,"£40,874,600",7200,6500,6450,MixedRace,140,11,36270,6,2,"£49,768",76043783,4.66666666666667,14.75,14,12.6666666666667,13.3333333333333,13,13,13.8333333333333,1.5,14.75,14,13.8333333333333,2.5,3,2.5,2.5,,#NAME?
Igoh Ogbu,D C,25,144,148,Nigeria,SK Slavia Praha,53160749,6,9,9,7,11,6,15,11,9,15,15,5,14,11,14,14,15,12,12,14,15,12,10,11,12,16,12,13,14,14,15,15,16,14,15,17,14,12,14,4,6,1,3,1,3,3,3,1,3,3,2,2,13,14,8,12,14,13,13,12,1,1,20,1,1,1,12,1,5,1,1,1,1,1,187,8,20,"£10,497,600",7200,6350,4500,AfricanCaribbean,144,14,36564,3,0,"£8,833",53160749,13.6666666666667,15.25,14,13,10,10.3333333333333,15,14.3333333333333,2,15.25,14,14.3333333333333,2,3,2,2.5,,#NAME?
Javi Rodríguez,D RC,22,144,148,Spain,Vigo,2000124157,8,11,11,8,12,8,13,8,9,13,14,8,16,12,14,14,16,13,16,13,16,8,14,11,16,14,13,15,14,14,14,12,13,14,13,13,13,9,11,3,12,3,2,2,1,1,1,1,2,2,2,1,10,10,10,10,10,10,10,10,1,1,20,19,1,14,1,1,1,1,1,1,1,1,178,8,20,"£47,151,124",7200,7200,5700,MediterraneanHispanic,144,4,37798,0,0,"£44,791",2000124157,15,13.5,14,11.6666666666667,10.6666666666667,11.6666666666667,12.5,14.8333333333333,1.5,13.5,14,14.8333333333333,2,1,2,1,,#NAME?
Sergi Cardona,D/WB/M L,26,144,148,Spain,Villarreal,67294055,10,13,13,9,14,10,9,10,9,14,15,9,14,13,11,15,13,13,12,15,14,12,10,15,13,13,14,13,14,13,12,13,14,16,14,13,13,9,13,8,14,3,1,1,4,3,3,3,2,2,3,3,13,14,9,10,11,13,11,8,1,20,1,1,19,1,1,16,1,1,12,1,1,1,185,20,8,"£45,064,020",7200,7200,5700,MediterraneanHispanic,141,4,36349,0,0,"£50,390",67294055,13.6666666666667,13,15,13.6666666666667,12.3333333333333,13.3333333333333,11,13.6666666666667,2.5,13,15,13.6666666666667,1,4,3,3,"有机会就前插
长距离传球
喜欢将球转移到边路",#NAME?
Justin Bijlow,GK ,27,144,147,Netherlands,Feyenoord Rotterdam,37050136,6,1,3,1,10,9,5,1,3,2,14,4,3,11,6,14,10,13,16,14,15,7,14,2,15,15,12,15,11,14,14,14,7,11,13,11,16,13,14,18,12,14,14,13,8,14,15,15,14,12,9,13,20,12,6,15,13,15,12,15,20,1,1,1,1,1,1,1,1,1,1,1,1,1,188,6,20,"£19,057,708",7200,7200,5700,NorthernEuropean,144,4,35817,8,0,"£12,963",37050136,6.66666666666667,13,11,11,5.33333333333333,8,9.5,14,14.5,13,11,14,13.5,8,14,14,,#NAME?
Ryan Sessegnon,D/WB/M/AM L,25,144,147,"England,Ivory Coast",Fulham,29165656,9,12,12,12,10,9,7,11,6,12,12,10,12,14,4,13,7,13,12,12,12,14,10,15,12,14,14,15,16,14,13,8,17,16,16,8,12,4,13,13,14,3,1,2,2,3,2,1,4,1,2,3,14,14,8,16,13,14,10,15,1,19,1,1,20,1,1,16,1,1,18,1,13,1,178,20,8,"£28,112,336",7200,6750,5850,AfricanCaribbean,132,17,36664,0,0,"£55,000",29165656,12,12.75,16,13.3333333333333,13.3333333333333,12,7.5,11.6666666666667,2.5,12.75,16,11.6666666666667,1.5,2,3,2.5,"沿左路带球突进
插入对方禁区
趟球变向加速过人
在盘带前先将球停至左脚",#NAME?
Christian Nørgaard,DM/M C,31,144,146,Denmark,Arsenal,27039017,9,10,12,9,14,9,13,9,9,14,14,8,14,14,14,15,14,14,15,14,15,11,15,12,16,15,15,16,12,11,13,13,14,12,16,12,15,3,15,11,16,3,1,2,3,1,3,3,3,3,3,4,14,14,4,14,14,14,16,14,1,1,10,1,1,1,20,1,18,1,1,1,1,1,187,12,20,"£15,682,444",7200,7250,6250,NorthernEuropean,144,5,34403,35,1,"£100,000",27039017,14.6666666666667,13,12,13.3333333333333,11.6666666666667,13.3333333333333,13,14.6666666666667,3,13,12,14.6666666666667,1.5,3,2,3.5,"回撤拿球
不喜欢倒地铲球",#NAME?
Joey Veerman,DM/M/AM C,26,144,146,Netherlands,PSV,37060896,17,11,12,10,14,17,11,16,7,7,17,15,7,14,14,14,15,14,12,11,16,14,14,15,13,15,17,14,12,13,14,13,15,12,15,10,13,5,13,11,13,2,2,1,2,3,3,1,3,3,1,3,5,17,14,7,15,11,12,5,1,1,1,1,1,1,17,1,20,10,1,16,1,1,185,13,20,"£32,917,852",7200,7200,5500,NorthernEuropean,143,3,36118,16,1,"£11,666",37060896,9,13,12,16,13,13.3333333333333,12,13.8333333333333,2,13,12,13.8333333333333,1.5,2,2.5,3,"角度刁钻的射门
激怒对手
与裁判争论",#NAME?
Álvaro Fidalgo,M/AM LC,28,144,145,Spain,Club América,67225486,10,13,15,12,15,8,6,12,12,7,17,10,6,15,12,15,12,12,12,14,16,16,13,14,11,14,17,13,14,15,13,6,13,14,14,7,13,5,11,6,12,3,1,2,1,1,3,2,1,2,3,2,14,15,8,12,13,15,14,10,1,1,1,1,1,1,14,1,20,1,16,20,1,1,166,10,20,"£7,375,000",7000,7200,5500,MediterraneanHispanic,138,5,35529,0,0,"£21,657",67225486,8,12.25,14,16.6666666666667,12.6666666666667,15,6,13.8333333333333,1.5,12.25,14,13.8333333333333,1.5,1,2,2.5,"插入对方禁区
经常尝试传身后球
角度刁钻的射门",#NAME?
"Álvaro García(Vallecano,Spain)",M/AM L,32,144,145,Spain,Vallecano,67184140,9,11,12,12,12,8,6,9,5,7,10,9,7,12,10,14,12,11,14,15,14,12,11,14,10,14,11,15,17,16,11,5,15,18,12,6,14,6,15,13,11,3,1,3,1,3,3,2,3,2,1,1,9,12,3,12,15,15,14,16,1,8,1,1,8,1,1,19,1,6,20,6,12,12,168,20,12,"£300,000,000",7200,7200,5750,MediterraneanHispanic,136,6,33904,0,0,"£24,860",67184140,8,11.25,17.5,11,12.3333333333333,12,5.5,13.8333333333333,2.5,11.25,17.5,13.8333333333333,2,1,3,2,"沿左路带球突进
有机会就前插
乐于反越位
趟球变向加速过人",#NAME?
Antonio Raíllo,D C,33,144,145,Spain,Mallorca,67148381,6,6,7,9,11,6,15,9,9,15,11,10,16,10,17,14,17,13,15,15,15,7,18,9,17,16,10,17,10,10,12,13,12,12,15,14,16,15,14,7,10,2,2,1,4,2,3,2,3,3,2,4,10,12,9,15,12,17,7,10,1,1,20,1,1,1,12,1,1,1,1,1,1,1,186,8,20,"£6,036,997",7100,7100,5600,MediterraneanHispanic,143,5,33519,0,0,"£37,695",67148381,16,12.75,11,9.33333333333333,10.3333333333333,9.33333333333333,14,15.3333333333333,2.5,12.75,11,15.3333333333333,1.5,4,2,3.5,"激怒对手
倒地铲球",#NAME?
Olivier Boscagli,D/DM LC,27,144,145,"France,Monaco",Brighton & Hove Albion,48031641,12,13,10,8,14,15,13,12,5,12,14,7,13,13,10,12,15,14,14,13,15,9,14,13,14,16,14,16,13,12,15,12,13,13,16,12,15,12,13,8,10,2,4,3,1,1,3,3,2,1,1,3,15,16,6,15,13,16,15,14,1,17,20,12,14,1,16,10,10,1,1,1,1,1,181,20,10,"£40,590,000",7200,6750,5750,NorthernEuropean,136,6,35752,0,0,"£30,000",48031641,13,13.75,13,12.3333333333333,11.6666666666667,12.3333333333333,12.5,14.1666666666667,2.5,13.75,13,14.1666666666667,3.5,1,1.5,3,长距离传球,#NAME?
Yoane Wissa,M/AM/ST L,28,144,145,"Democratic Republic of Congo,France",Newcastle United,85140175,10,11,13,15,14,10,13,12,8,6,13,13,8,14,13,15,14,15,14,13,14,13,10,16,8,14,12,15,16,14,12,11,14,14,14,12,15,8,15,6,14,4,1,2,1,2,1,2,4,1,1,2,14,14,14,7,13,8,15,14,1,1,1,1,1,1,1,17,1,1,18,1,12,20,176,8,20,"£49,869,000",7200,6900,6500,AfricanCaribbean,143,16,35311,32,6,"£100,000",85140175,7.33333333333333,13,15,12.6666666666667,15.3333333333333,13.6666666666667,12,14,3,13,15,14,1.5,1,3,1.5,"插入对方禁区
尝试倒勾球
在盘带前先将球停至右脚",#NAME?
Carl Starfelt,D C,30,144,144,Sweden,Vigo,93055760,7,10,12,5,12,7,15,6,8,15,14,6,13,13,12,16,17,11,15,13,12,6,16,8,16,15,13,14,12,12,12,13,13,13,13,13,14,6,11,5,6,3,1,1,2,3,1,2,2,1,2,3,17,13,4,8,13,13,14,14,1,1,20,1,1,1,1,1,1,1,1,1,1,1,185,11,20,"£33,033,354",7200,6200,5950,NorthernEuropean,142,4,34851,14,0,"£20,000",93055760,14.6666666666667,12.5,12.5,11,8,12.3333333333333,14,14.6666666666667,2,12.5,12.5,14.6666666666667,1,2,3,2,"习惯简单短传配合
把球带出防守区域",#NAME?
Dan Burn,D LC,33,144,144,England,Newcastle United,29061164,7,9,9,9,12,4,15,4,13,15,13,5,16,12,15,15,17,13,13,12,16,8,16,9,16,17,10,17,10,8,8,19,12,12,15,17,15,5,12,5,5,2,1,2,3,3,2,2,1,3,3,4,8,14,4,14,12,18,15,10,1,18,20,1,13,1,1,1,1,1,1,1,1,1,201,20,8,"£13,465,974",7200,7200,5750,NorthernEuropean,142,3,33733,2,0,"£75,000",29061164,15.6666666666667,12,11,10.3333333333333,10.3333333333333,11,17,15,1.5,12,11,15,1.5,3,2.5,3,把球带出防守区域,#NAME?
Isi Palazón,M/AM RC,30,144,144,Spain,Vallecano,67173045,14,14,15,14,16,12,7,15,6,5,15,13,9,16,10,12,12,13,12,13,13,16,16,11,9,12,14,13,15,16,16,10,13,13,14,13,11,11,14,9,8,3,2,3,1,2,1,2,1,3,2,3,15,14,5,15,9,16,10,10,1,1,1,1,1,1,1,1,6,16,12,20,19,1,169,20,7,"£34,704,752",7200,7200,5700,MediterraneanHispanic,142,5,34695,0,0,"£24,860",67173045,7.66666666666667,14.75,14,15,12.6666666666667,15.6666666666667,8.5,12.3333333333333,1.5,14.75,14,12.3333333333333,2.5,1,2.5,2,"跑肋部空间接球
远射
角度刁钻的射门
在盘带前先将球停至左脚
喜欢将球转移到边路
经常带球
从右路内切",#NAME?
Castello Lukeba,D LC,22,143,170,"France,Angola",RB Leipzig,49056273,6,7,12,6,13,6,14,7,12,15,15,7,14,13,14,16,14,16,15,13,15,11,12,9,15,14,13,14,13,12,15,13,12,15,13,14,15,7,13,9,10,3,3,2,1,1,1,1,1,3,3,4,13,15,5,14,14,15,12,11,1,15,20,1,14,1,10,1,1,1,1,1,1,1,184,20,8,"£77,778,608",7250,7000,6000,AfricanCaribbean,144,16,37607,1,0,"£99,442",49056273,14.6666666666667,13.5,14,13,10.3333333333333,12.6666666666667,13.5,14.5,1,13.5,14,14.5,2.5,1,2,2.5,把球带出防守区域,#NAME?
Pietro Comuzzo,D C,20,143,-85,Italy,ACF Fiorentina,2000096278,4,10,8,6,10,5,14,8,11,15,11,6,15,10,14,14,15,14,14,14,15,5,10,9,15,14,9,14,14,13,14,14,12,13,14,16,13,11,10,4,12,4,2,2,3,1,4,2,1,2,2,2,15,13,2,14,15,17,15,17,1,1,20,11,1,9,11,1,7,1,1,1,1,1,185,9,20,"£85,297,208",7150,7150,5150,NorthernEuropean,143,1,38403,0,0,"£30,745",2000096278,15,14.25,13.5,8.33333333333333,9.66666666666667,9.33333333333333,14,14.3333333333333,1.5,14.25,13.5,14.3333333333333,2,3,2.5,3,,#NAME?
Jamie Gittens,M/AM RL,20,143,168,"England,Barbados",Chelsea,2000015300,11,11,17,11,14,11,6,13,6,7,11,12,7,16,10,12,9,11,10,10,12,16,3,12,7,11,10,11,17,16,12,7,10,17,12,10,13,8,13,13,12,3,2,3,4,2,2,2,1,3,1,1,12,17,10,8,8,8,14,15,1,1,1,1,12,12,1,16,1,15,20,14,15,12,175,12,20,"£69,953,998",7250,6900,6500,AfricanCaribbean,135,16,38207,0,0,"£125,000",2000015300,7,12.5,17,12.3333333333333,11.3333333333333,15.6666666666667,6.5,10.6666666666667,1.5,12.5,17,10.6666666666667,2.5,4,2.5,1.5,"喜欢连续过多人
经常带球",#NAME?
Renato Veiga,D LC,22,143,168,"Portugal,Cape Verde Islands",Villarreal,83320123,8,9,12,7,13,12,13,11,16,14,13,12,15,13,16,14,14,14,13,14,13,14,10,12,13,11,12,14,12,12,14,14,14,14,13,14,13,13,10,8,16,3,3,1,3,3,1,1,2,2,3,2,14,16,14,9,11,9,8,7,1,15,20,1,12,1,15,10,13,1,1,1,1,1,190,20,12,"£108,527,072",7150,7150,5750,AfricanCaribbean,142,12,37831,5,0,"£48,142",83320123,14,13.25,13,13,11,12.6666666666667,13.5,13.1666666666667,1.5,13.25,13,13.1666666666667,2,3,3,1.5,,#NAME?
Thomas Lemar,M/AM RLC,29,143,165,"France,Guadeloupe",A. Madrid,85093001,16,15,15,12,15,15,6,13,2,7,16,14,6,16,9,12,10,13,12,12,14,16,10,14,8,14,16,15,14,15,12,6,11,14,13,10,9,5,15,15,16,2,1,1,1,3,2,1,1,3,1,3,10,14,3,14,13,15,18,16,1,10,1,1,12,1,12,14,16,12,18,20,16,1,170,20,10,"£29,555,872",7150,6850,6600,MixedRace,139,14,35015,27,4,"£51,852",85093001,7,12.5,14,16,13,15.3333333333333,6,12.3333333333333,1,12.5,14,12.3333333333333,1,1,2.5,2.5,"插入对方禁区
远射
喜欢从双侧内切
经常带球",#NAME?
Nahuel Molina,D/WB R,27,143,162,Argentina,A. Madrid,14129337,12,14,13,11,13,11,8,12,13,12,14,6,13,14,13,13,14,13,14,12,15,13,11,16,12,13,14,15,15,15,12,8,15,15,14,12,11,10,15,8,13,2,2,2,3,3,2,3,2,3,3,1,14,15,5,9,15,14,13,11,1,10,14,20,10,16,1,1,1,15,1,1,10,1,175,12,20,"£29,309,572",7150,7250,6650,NativeAmerican,140,11,35891,52,1,"£49,426",14129337,12.3333333333333,13.25,15,13.6666666666667,13.3333333333333,13.3333333333333,8,13.5,2.5,13.25,15,13.5,2,3,2.5,1.5,有机会就前插,#NAME?
Joshua Zirkzee,ST C,24,143,160,"Netherlands,Nigeria",Manchester United,37060922,4,9,17,13,15,11,12,12,3,5,16,13,6,18,8,15,9,13,13,14,13,19,9,14,6,18,16,13,12,14,13,13,15,12,15,14,12,11,14,8,8,2,2,2,2,2,4,3,1,1,2,2,15,17,12,12,11,13,12,9,1,1,1,1,1,1,1,1,1,1,9,15,9,20,193,13,20,"£49,500,000",7250,7000,6150,MixedRace,143,13,37033,6,1,"£105,000",37060922,5.66666666666667,14,12,17,13.3333333333333,16.6666666666667,12.5,13.6666666666667,2,14,12,13.6666666666667,2,2,2,3,"经常尝试传身后球
背身拿球
回撤拿球
趟球变向加速过人
喜欢接脚下球",#NAME?
Maximilian Beier,AM/ST RLC,22,143,160,Germany,Borussia Dortmund,91207281,8,9,13,14,12,8,13,12,14,7,11,13,8,13,12,14,13,12,10,11,16,13,11,14,7,13,11,16,16,16,11,13,17,17,15,10,13,6,14,4,15,2,1,2,3,1,1,1,1,2,2,2,8,17,2,12,12,18,14,15,1,1,1,1,8,8,1,12,10,12,15,16,15,20,185,10,20,"£83,347,560",7300,7150,5750,NorthernEuropean,137,1,37546,4,0,"£91,155",91207281,7.33333333333333,13,16.5,11.6666666666667,13.3333333333333,12.6666666666667,13,12.8333333333333,1,13,16.5,12.8333333333333,1.5,3,1.5,1.5,,#NAME?
Rasmus Højlund,ST ,22,143,160,Denmark,Manchester United,27160181,6,11,13,14,13,7,10,11,7,6,12,12,7,12,14,13,11,14,12,11,14,12,7,12,7,14,10,16,15,13,16,15,13,17,15,15,12,10,13,7,9,1,3,2,2,2,1,3,4,2,2,2,12,15,5,12,10,16,14,10,1,1,1,1,1,1,1,1,1,1,1,1,1,20,191,20,15,"£66,016,000",7150,7500,6000,NorthernEuropean,142,1,37656,26,8,"£80,000",27160181,6.66666666666667,14.75,16,11.3333333333333,13.3333333333333,12.6666666666667,12.5,12.5,3.5,14.75,16,12.5,2.5,2,1.5,1.5,"大力射门
经常带球",#NAME?
Tomás Araújo,D RC,23,143,160,Portugal,Sport Lisboa e Benfica,83243060,8,9,11,7,13,5,12,5,13,14,14,5,16,14,11,15,14,16,14,13,15,12,12,7,14,15,13,14,15,13,13,13,11,16,14,12,15,5,9,11,13,3,1,1,1,1,4,4,3,2,1,2,8,13,6,15,10,16,15,18,1,1,20,15,1,12,5,1,1,1,1,1,1,1,187,10,20,"£40,732,944",7000,7000,5500,MediterraneanHispanic,142,4,37392,1,0,"£27,015",83243060,14.6666666666667,13,15.5,13,10,12.6666666666667,12.5,14.3333333333333,3.5,13,15.5,14.3333333333333,1,1,2,3,,#NAME?
